Source,Target,Type,Id,Label,timeset,Weight
30868506,68129316,Directed,760,,,1
30868506,83373018,Directed,761,,,1
30868506,103900446,Directed,762,,,1
30868506,111698345,Directed,763,,,1
30868506,144596911,Directed,764,,,1
30868506,155317574,Directed,765,,,1
30868506,156763202,Directed,766,,,1
30868506,157526722,Directed,767,,,1
30868506,165645093,Directed,768,,,1
30868506,168940440,Directed,769,,,1
30868506,188870724,Directed,770,,,1
30868506,195983394,Directed,771,,,1
30868506,238708112,Directed,772,,,1
30868506,241130407,Directed,773,,,1
30868506,309380107,Directed,774,,,1
30868506,313046065,Directed,775,,,1
30868506,603178824,Directed,776,,,1
31210108,30868506,Directed,777,,,1
31210108,63203300,Directed,778,,,1
31210108,133091723,Directed,779,,,1
31328319,3782958,Directed,780,,,1
31328319,64971391,Directed,781,,,1
31328319,68787816,Directed,782,,,1
31328319,89045141,Directed,783,,,1
31328319,155272020,Directed,784,,,1
31328319,161359926,Directed,785,,,1
31328319,377608556,Directed,786,,,1
31398768,6093629,Directed,787,,,1
31398768,21789442,Directed,788,,,1
31398768,22939550,Directed,789,,,1
31398768,25193879,Directed,790,,,1
31398768,26702622,Directed,791,,,1
31398768,32996573,Directed,792,,,1
31398768,35413398,Directed,793,,,1
31398768,50646716,Directed,794,,,1
31398768,56879789,Directed,795,,,1
31398768,59400046,Directed,796,,,1
31398768,100679237,Directed,797,,,1
31398768,103603011,Directed,798,,,1
31398768,117240274,Directed,799,,,1
31398768,125476160,Directed,800,,,1
31398768,135638548,Directed,801,,,1
31398768,140724383,Directed,802,,,1
31398768,193297541,Directed,803,,,1
31398768,202962719,Directed,804,,,1
31398768,227448827,Directed,805,,,1
31398768,318637960,Directed,806,,,1
31429310,11227609,Directed,807,,,1
31429310,20030036,Directed,808,,,1
31429310,64280799,Directed,809,,,1
31429310,83373018,Directed,810,,,1
31429310,141954856,Directed,811,,,1
31429310,242463897,Directed,812,,,1
31429310,313046065,Directed,813,,,1
32387403,53679095,Directed,814,,,1
32387403,57872530,Directed,815,,,1
32387403,161359926,Directed,816,,,1
32387403,298612534,Directed,817,,,1
32926102,681368,Directed,818,,,1
32926102,45862629,Directed,819,,,1
32926102,141954856,Directed,820,,,1
32996573,4336416,Directed,821,,,1
32996573,6093629,Directed,822,,,1
32996573,8761370,Directed,823,,,1
32996573,18326526,Directed,824,,,1
32996573,20476617,Directed,825,,,1
32996573,21789442,Directed,826,,,1
32996573,22939550,Directed,827,,,1
32996573,24238237,Directed,828,,,1
32996573,25193879,Directed,829,,,1
32996573,26702622,Directed,830,,,1
32996573,27535543,Directed,831,,,1
32996573,31398768,Directed,832,,,1
32996573,35413398,Directed,833,,,1
32996573,39300360,Directed,834,,,1
32996573,45862629,Directed,835,,,1
32996573,50646716,Directed,836,,,1
32996573,59400046,Directed,837,,,1
32996573,64971391,Directed,838,,,1
32996573,77665676,Directed,839,,,1
32996573,80047424,Directed,840,,,1
32996573,94735710,Directed,841,,,1
32996573,100679237,Directed,842,,,1
32996573,103378350,Directed,843,,,1
32996573,103603011,Directed,844,,,1
32996573,125476160,Directed,845,,,1
32996573,135638548,Directed,846,,,1
32996573,140724383,Directed,847,,,1
32996573,156461947,Directed,848,,,1
32996573,193297541,Directed,849,,,1
32996573,202962719,Directed,850,,,1
32996573,227448827,Directed,851,,,1
33717282,29361763,Directed,852,,,1
33717282,67239996,Directed,853,,,1
33717282,161359926,Directed,854,,,1
33717282,323551446,Directed,855,,,1
33822527,141468568,Directed,856,,,1
34597212,5252078,Directed,857,,,1
34597212,11227609,Directed,858,,,1
34597212,20819022,Directed,859,,,1
34597212,24238237,Directed,860,,,1
34597212,39300360,Directed,861,,,1
34597212,56859594,Directed,862,,,1
34597212,64280799,Directed,863,,,1
34597212,111618438,Directed,864,,,1
34597212,262095077,Directed,865,,,1
34597212,268087726,Directed,866,,,1
34597212,313046065,Directed,867,,,1
35413398,1024192,Directed,868,,,1
35413398,6093629,Directed,869,,,1
35413398,21789442,Directed,870,,,1
35413398,22939550,Directed,871,,,1
35413398,25193879,Directed,872,,,1
35413398,26702622,Directed,873,,,1
35413398,31398768,Directed,874,,,1
35413398,32996573,Directed,875,,,1
35413398,50646716,Directed,876,,,1
35413398,56879789,Directed,877,,,1
35413398,58448006,Directed,878,,,1
35413398,59400046,Directed,879,,,1
35413398,80047424,Directed,880,,,1
35413398,100679237,Directed,881,,,1
35413398,103603011,Directed,882,,,1
35413398,117240274,Directed,883,,,1
35413398,125476160,Directed,884,,,1
35413398,202962719,Directed,885,,,1
35413398,227448827,Directed,886,,,1
35413398,318637960,Directed,887,,,1
37478140,918798,Directed,888,,,1
37478140,4336416,Directed,889,,,1
37478140,13400887,Directed,890,,,1
37478140,20044768,Directed,891,,,1
37478140,80641300,Directed,892,,,1
37478140,137678590,Directed,893,,,1
37478140,202962719,Directed,894,,,1
37478140,323551446,Directed,895,,,1
38914349,27535543,Directed,896,,,1
38914349,45862629,Directed,897,,,1
38914349,54773553,Directed,898,,,1
38914349,55672956,Directed,899,,,1
38914349,83373018,Directed,900,,,1
38914349,125916807,Directed,901,,,1
38914349,146047034,Directed,902,,,1
38914349,161246244,Directed,903,,,1
38914349,310516983,Directed,904,,,1
39300360,5252078,Directed,905,,,1
39300360,9096657,Directed,906,,,1
39300360,20476617,Directed,907,,,1
39300360,24238237,Directed,908,,,1
39300360,30868506,Directed,909,,,1
39300360,32996573,Directed,910,,,1
39300360,34597212,Directed,911,,,1
39300360,45862629,Directed,912,,,1
39300360,55672956,Directed,913,,,1
39300360,56859594,Directed,914,,,1
39300360,64280799,Directed,915,,,1
39300360,67239996,Directed,916,,,1
39300360,68129316,Directed,917,,,1
39300360,77665676,Directed,918,,,1
39300360,83373018,Directed,919,,,1
39300360,90541957,Directed,920,,,1
39300360,94735710,Directed,921,,,1
39300360,103900446,Directed,922,,,1
39300360,111618438,Directed,923,,,1
39300360,125916807,Directed,924,,,1
39300360,141954856,Directed,925,,,1
39300360,152780422,Directed,926,,,1
39300360,155317574,Directed,927,,,1
39300360,156763202,Directed,928,,,1
39300360,157526722,Directed,929,,,1
39300360,165645093,Directed,930,,,1
39300360,236211484,Directed,931,,,1
39300360,242463897,Directed,932,,,1
39300360,268087726,Directed,933,,,1
39300360,298612534,Directed,934,,,1
39300360,310516983,Directed,935,,,1
39300360,313046065,Directed,936,,,1
39300360,319046433,Directed,937,,,1
39300360,603178824,Directed,938,,,1
39921592,61668063,Directed,939,,,1
39921592,94735710,Directed,940,,,1
39921592,171358806,Directed,941,,,1
39921592,509008114,Directed,942,,,1
43031142,64971391,Directed,943,,,1
43031142,68787816,Directed,944,,,1
43031142,80641300,Directed,945,,,1
43031142,89045141,Directed,946,,,1
43031142,90541957,Directed,947,,,1
43031142,155272020,Directed,948,,,1
44120838,5010690,Directed,949,,,1
44120838,5252078,Directed,950,,,1
44120838,24238237,Directed,951,,,1
44120838,29361763,Directed,952,,,1
44120838,30868506,Directed,953,,,1
44120838,67239996,Directed,954,,,1
44120838,103900446,Directed,955,,,1
44120838,144596911,Directed,956,,,1
44120838,152780422,Directed,957,,,1
44120838,161359926,Directed,958,,,1
44120838,238708112,Directed,959,,,1
44350887,20030036,Directed,960,,,1
44350887,76958782,Directed,961,,,1
44350887,143360597,Directed,962,,,1
44803161,12613550,Directed,963,,,1
44803161,50646716,Directed,964,,,1
44803161,63203300,Directed,965,,,1
44803161,65836797,Directed,966,,,1
44803161,86026697,Directed,967,,,1
44803161,133091723,Directed,968,,,1
44803161,145215034,Directed,969,,,1
45862629,681368,Directed,970,,,1
45862629,6660444,Directed,971,,,1
45862629,8640918,Directed,972,,,1
45862629,8761370,Directed,973,,,1
45862629,20030036,Directed,974,,,1
45862629,20476617,Directed,975,,,1
45862629,20819022,Directed,976,,,1
45862629,27535543,Directed,977,,,1
45862629,32926102,Directed,978,,,1
45862629,32996573,Directed,979,,,1
45862629,38914349,Directed,980,,,1
45862629,39300360,Directed,981,,,1
45862629,53679095,Directed,982,,,1
45862629,54773553,Directed,983,,,1
45862629,56859594,Directed,984,,,1
45862629,64280799,Directed,985,,,1
45862629,64957124,Directed,986,,,1
45862629,64971391,Directed,987,,,1
45862629,67239996,Directed,988,,,1
45862629,77665676,Directed,989,,,1
45862629,94735710,Directed,990,,,1
45862629,101425364,Directed,991,,,1
45862629,103378350,Directed,992,,,1
45862629,103900446,Directed,993,,,1
45862629,135638548,Directed,994,,,1
45862629,135832174,Directed,995,,,1
45862629,141954856,Directed,996,,,1
45862629,152780422,Directed,997,,,1
45862629,156763202,Directed,998,,,1
45862629,177532072,Directed,999,,,1
45862629,195983394,Directed,1000,,,1
45862629,202962719,Directed,1001,,,1
45862629,236211484,Directed,1002,,,1
45862629,284700336,Directed,1003,,,1
45862629,310516983,Directed,1004,,,1
45862629,313046065,Directed,1005,,,1
45862629,368738107,Directed,1006,,,1
45862629,445656147,Directed,1007,,,1
46986076,5010690,Directed,1008,,,1
46986076,11227609,Directed,1009,,,1
46986076,29361763,Directed,1010,,,1
46986076,30868506,Directed,1011,,,1
46986076,57872530,Directed,1012,,,1
46986076,67239996,Directed,1013,,,1
46986076,83373018,Directed,1014,,,1
46986076,103773061,Directed,1015,,,1
46986076,111698345,Directed,1016,,,1
46986076,141468568,Directed,1017,,,1
46986076,168940440,Directed,1018,,,1
46986076,188870724,Directed,1019,,,1
46986076,195983394,Directed,1020,,,1
46986076,238708112,Directed,1021,,,1
46986076,241130407,Directed,1022,,,1
48531889,323551446,Directed,1023,,,1
48531889,509008114,Directed,1024,,,1
48856001,65836797,Directed,1025,,,1
48856001,86026697,Directed,1026,,,1
48856001,133091723,Directed,1027,,,1
50179770,1024192,Directed,1028,,,1
50179770,11629386,Directed,1029,,,1
50179770,61668063,Directed,1030,,,1
50179770,65836797,Directed,1031,,,1
50179770,71321935,Directed,1032,,,1
50179770,171358806,Directed,1033,,,1
50179770,323551446,Directed,1034,,,1
50179770,497631220,Directed,1035,,,1
50421281,3782958,Directed,1036,,,1
50421281,5010690,Directed,1037,,,1
50421281,8640918,Directed,1038,,,1
50421281,11227609,Directed,1039,,,1
50421281,20030036,Directed,1040,,,1
50421281,103900446,Directed,1041,,,1
50421281,111698345,Directed,1042,,,1
50421281,141954856,Directed,1043,,,1
50421281,230662240,Directed,1044,,,1
50421281,313046065,Directed,1045,,,1
50646716,8761370,Directed,1046,,,1
50646716,21789442,Directed,1047,,,1
50646716,22939550,Directed,1048,,,1
50646716,25193879,Directed,1049,,,1
50646716,26702622,Directed,1050,,,1
50646716,31398768,Directed,1051,,,1
50646716,32996573,Directed,1052,,,1
50646716,35413398,Directed,1053,,,1
50646716,44803161,Directed,1054,,,1
50646716,56879789,Directed,1055,,,1
50646716,59400046,Directed,1056,,,1
50646716,80047424,Directed,1057,,,1
50646716,86026697,Directed,1058,,,1
50646716,100679237,Directed,1059,,,1
50646716,117240274,Directed,1060,,,1
50646716,125476160,Directed,1061,,,1
50646716,135638548,Directed,1062,,,1
50646716,202962719,Directed,1063,,,1
50646716,227448827,Directed,1064,,,1
50646716,318637960,Directed,1065,,,1
51088180,3475204,Directed,1066,,,1
51088180,6023505,Directed,1067,,,1
51088180,9096657,Directed,1068,,,1
51088180,24364207,Directed,1069,,,1
51088180,54458327,Directed,1070,,,1
51088180,56876297,Directed,1071,,,1
51088180,67239996,Directed,1072,,,1
51088180,68787816,Directed,1073,,,1
51088180,77665676,Directed,1074,,,1
51088180,103773061,Directed,1075,,,1
51088180,111618438,Directed,1076,,,1
51088180,137992384,Directed,1077,,,1
51088180,156763202,Directed,1078,,,1
51088180,157526722,Directed,1079,,,1
51088180,161359926,Directed,1080,,,1
51088180,168940440,Directed,1081,,,1
51088180,202962719,Directed,1082,,,1
51088180,298612534,Directed,1083,,,1
51243629,4336416,Directed,1084,,,1
51243629,5400033,Directed,1085,,,1
51243629,20044768,Directed,1086,,,1
51243629,22892068,Directed,1087,,,1
51243629,134412843,Directed,1088,,,1
51243629,497631220,Directed,1089,,,1
51243629,509008114,Directed,1090,,,1
52599775,64971391,Directed,1091,,,1
52599775,117240274,Directed,1092,,,1
52599775,155272020,Directed,1093,,,1
52599775,204869470,Directed,1094,,,1
53679095,8761370,Directed,1095,,,1
53679095,20476617,Directed,1096,,,1
53679095,20819022,Directed,1097,,,1
53679095,26702622,Directed,1098,,,1
53679095,32387403,Directed,1099,,,1
53679095,45862629,Directed,1100,,,1
53679095,64957124,Directed,1101,,,1
53679095,103378350,Directed,1102,,,1
53679095,473010195,Directed,1103,,,1
54458327,5252078,Directed,1104,,,1
54458327,9096657,Directed,1105,,,1
54458327,23049459,Directed,1106,,,1
54458327,24330759,Directed,1107,,,1
54458327,29361763,Directed,1108,,,1
54458327,51088180,Directed,1109,,,1
54458327,55672956,Directed,1110,,,1
54458327,57872530,Directed,1111,,,1
54458327,67239996,Directed,1112,,,1
54458327,77665676,Directed,1113,,,1
54458327,83373018,Directed,1114,,,1
54458327,90541957,Directed,1115,,,1
54458327,111618438,Directed,1116,,,1
54458327,137992384,Directed,1117,,,1
54458327,141954856,Directed,1118,,,1
54458327,143360597,Directed,1119,,,1
54458327,156763202,Directed,1120,,,1
54458327,157526722,Directed,1121,,,1
54458327,161359926,Directed,1122,,,1
54458327,195983394,Directed,1123,,,1
54458327,241130407,Directed,1124,,,1
54458327,310516983,Directed,1125,,,1
54458327,313046065,Directed,1126,,,1
54458327,319046433,Directed,1127,,,1
54773553,5010690,Directed,1128,,,1
54773553,5252078,Directed,1129,,,1
54773553,9096657,Directed,1130,,,1
54773553,20030036,Directed,1131,,,1
54773553,20476617,Directed,1132,,,1
54773553,23049459,Directed,1133,,,1
54773553,38914349,Directed,1134,,,1
54773553,45862629,Directed,1135,,,1
54773553,55672956,Directed,1136,,,1
54773553,64957124,Directed,1137,,,1
54773553,67239996,Directed,1138,,,1
54773553,68129316,Directed,1139,,,1
54773553,76958782,Directed,1140,,,1
54773553,83373018,Directed,1141,,,1
54773553,93414796,Directed,1142,,,1
54773553,101425364,Directed,1143,,,1
54773553,125916807,Directed,1144,,,1
54773553,137992384,Directed,1145,,,1
54773553,144596911,Directed,1146,,,1
54773553,146047034,Directed,1147,,,1
54773553,155317574,Directed,1148,,,1
54773553,157526722,Directed,1149,,,1
54773553,157723522,Directed,1150,,,1
54773553,161246244,Directed,1151,,,1
54773553,161359926,Directed,1152,,,1
54773553,177532072,Directed,1153,,,1
54773553,225853331,Directed,1154,,,1
54773553,242463897,Directed,1155,,,1
54773553,268087726,Directed,1156,,,1
54773553,309380107,Directed,1157,,,1
54773553,310516983,Directed,1158,,,1
54773553,313046065,Directed,1159,,,1
54773553,367545737,Directed,1160,,,1
54773553,368738107,Directed,1161,,,1
54773553,384545072,Directed,1162,,,1
55672956,2708616,Directed,1163,,,1
55672956,13400887,Directed,1164,,,1
55672956,27942474,Directed,1165,,,1
55672956,38914349,Directed,1166,,,1
55672956,39300360,Directed,1167,,,1
55672956,54458327,Directed,1168,,,1
55672956,54773553,Directed,1169,,,1
55672956,56859594,Directed,1170,,,1
55672956,68787816,Directed,1171,,,1
55672956,76958782,Directed,1172,,,1
55672956,78840605,Directed,1173,,,1
55672956,83373018,Directed,1174,,,1
55672956,125916807,Directed,1175,,,1
55672956,137992384,Directed,1176,,,1
55672956,140724383,Directed,1177,,,1
55672956,144596911,Directed,1178,,,1
55672956,146047034,Directed,1179,,,1
55672956,157526722,Directed,1180,,,1
55672956,161246244,Directed,1181,,,1
55672956,309380107,Directed,1182,,,1
55672956,310516983,Directed,1183,,,1
55672956,313046065,Directed,1184,,,1
55672956,384545072,Directed,1185,,,1
55672956,603178824,Directed,1186,,,1
56859594,5010690,Directed,1187,,,1
56859594,11227609,Directed,1188,,,1
56859594,34597212,Directed,1189,,,1
56859594,39300360,Directed,1190,,,1
56859594,45862629,Directed,1191,,,1
56859594,55672956,Directed,1192,,,1
56859594,78840605,Directed,1193,,,1
56859594,83373018,Directed,1194,,,1
56859594,125916807,Directed,1195,,,1
56859594,137992384,Directed,1196,,,1
56859594,141954856,Directed,1197,,,1
56859594,144596911,Directed,1198,,,1
56859594,146047034,Directed,1199,,,1
56859594,152780422,Directed,1200,,,1
56859594,268087726,Directed,1201,,,1
56859594,309380107,Directed,1202,,,1
56859594,313046065,Directed,1203,,,1
56859594,384545072,Directed,1204,,,1
56876297,6023505,Directed,1205,,,1
56876297,24364207,Directed,1206,,,1
56876297,51088180,Directed,1207,,,1
56876297,68787816,Directed,1208,,,1
56879789,6093629,Directed,1209,,,1
56879789,21789442,Directed,1210,,,1
56879789,22939550,Directed,1211,,,1
56879789,25193879,Directed,1212,,,1
56879789,26702622,Directed,1213,,,1
56879789,31398768,Directed,1214,,,1
56879789,35413398,Directed,1215,,,1
56879789,50646716,Directed,1216,,,1
56879789,59400046,Directed,1217,,,1
56879789,80047424,Directed,1218,,,1
56879789,100679237,Directed,1219,,,1
56879789,103603011,Directed,1220,,,1
56879789,117240274,Directed,1221,,,1
56879789,125476160,Directed,1222,,,1
56879789,135638548,Directed,1223,,,1
56879789,140724383,Directed,1224,,,1
56879789,161359926,Directed,1225,,,1
56879789,202962719,Directed,1226,,,1
56879789,227448827,Directed,1227,,,1
56879789,318637960,Directed,1228,,,1
57872530,681368,Directed,1229,,,1
57872530,3782958,Directed,1230,,,1
57872530,5010690,Directed,1231,,,1
57872530,6113425,Directed,1232,,,1
57872530,20030036,Directed,1233,,,1
57872530,24238237,Directed,1234,,,1
57872530,29361763,Directed,1235,,,1
57872530,32387403,Directed,1236,,,1
57872530,46986076,Directed,1237,,,1
57872530,54458327,Directed,1238,,,1
57872530,67239996,Directed,1239,,,1
57872530,83373018,Directed,1240,,,1
57872530,103900446,Directed,1241,,,1
57872530,141468568,Directed,1242,,,1
57872530,141954856,Directed,1243,,,1
57872530,146047034,Directed,1244,,,1
57872530,156763202,Directed,1245,,,1
57872530,195983394,Directed,1246,,,1
57872530,230662240,Directed,1247,,,1
57872530,238708112,Directed,1248,,,1
57872530,445656147,Directed,1249,,,1
58448006,6093629,Directed,1250,,,1
58448006,25193879,Directed,1251,,,1
58448006,26702622,Directed,1252,,,1
58448006,35413398,Directed,1253,,,1
58448006,67239996,Directed,1254,,,1
58448006,103603011,Directed,1255,,,1
58448006,135832174,Directed,1256,,,1
59400046,6093629,Directed,1257,,,1
59400046,21789442,Directed,1258,,,1
59400046,22939550,Directed,1259,,,1
59400046,25193879,Directed,1260,,,1
59400046,26702622,Directed,1261,,,1
59400046,31398768,Directed,1262,,,1
59400046,32996573,Directed,1263,,,1
59400046,35413398,Directed,1264,,,1
59400046,50646716,Directed,1265,,,1
59400046,56879789,Directed,1266,,,1
59400046,80047424,Directed,1267,,,1
59400046,100679237,Directed,1268,,,1
59400046,103603011,Directed,1269,,,1
59400046,117240274,Directed,1270,,,1
59400046,125476160,Directed,1271,,,1
59400046,135638548,Directed,1272,,,1
59400046,202962719,Directed,1273,,,1
59400046,227448827,Directed,1274,,,1
59400046,318637960,Directed,1275,,,1
59608371,67550851,Directed,1276,,,1
59608371,82189885,Directed,1277,,,1
59608371,87341983,Directed,1278,,,1
59608371,118180592,Directed,1279,,,1
59608371,226085022,Directed,1280,,,1
59608371,305195821,Directed,1281,,,1
59608371,386475811,Directed,1282,,,1
61668063,39921592,Directed,1283,,,1
61668063,50179770,Directed,1284,,,1
61668063,65836797,Directed,1285,,,1
61668063,71321935,Directed,1286,,,1
61668063,171358806,Directed,1287,,,1
63203300,31210108,Directed,1288,,,1
63203300,44803161,Directed,1289,,,1
63203300,65836797,Directed,1290,,,1
63203300,71321935,Directed,1291,,,1
63203300,86026697,Directed,1292,,,1
63203300,133091723,Directed,1293,,,1
63203300,171358806,Directed,1294,,,1
64027899,125916807,Directed,1295,,,1
64027899,157723522,Directed,1296,,,1
64027899,161246244,Directed,1297,,,1
64027899,225853331,Directed,1298,,,1
64027899,368738107,Directed,1299,,,1
64280799,5010690,Directed,1300,,,1
64280799,5252078,Directed,1301,,,1
64280799,9096657,Directed,1302,,,1
64280799,11227609,Directed,1303,,,1
64280799,20030036,Directed,1304,,,1
64280799,20476617,Directed,1305,,,1
64280799,31429310,Directed,1306,,,1
64280799,34597212,Directed,1307,,,1
64280799,39300360,Directed,1308,,,1
64280799,45862629,Directed,1309,,,1
64280799,77665676,Directed,1310,,,1
64280799,103900446,Directed,1311,,,1
64280799,111618438,Directed,1312,,,1
64280799,135832174,Directed,1313,,,1
64280799,141954856,Directed,1314,,,1
64280799,152780422,Directed,1315,,,1
64280799,156763202,Directed,1316,,,1
64280799,168940440,Directed,1317,,,1
64280799,241130407,Directed,1318,,,1
64280799,242463897,Directed,1319,,,1
64280799,310516983,Directed,1320,,,1
64280799,313046065,Directed,1321,,,1
64280799,445656147,Directed,1322,,,1
64957124,20476617,Directed,1323,,,1
64957124,45862629,Directed,1324,,,1
64957124,53679095,Directed,1325,,,1
64957124,54773553,Directed,1326,,,1
64957124,161246244,Directed,1327,,,1
64957124,177532072,Directed,1328,,,1
64971391,1687066,Directed,1329,,,1
64971391,1895348,Directed,1330,,,1
64971391,3475204,Directed,1331,,,1
64971391,8640918,Directed,1332,,,1
64971391,8761370,Directed,1333,,,1
64971391,11868865,Directed,1334,,,1
64971391,14704083,Directed,1335,,,1
64971391,15604345,Directed,1336,,,1
64971391,15753805,Directed,1337,,,1
64971391,18326526,Directed,1338,,,1
64971391,20044768,Directed,1339,,,1
64971391,21245937,Directed,1340,,,1
64971391,24330759,Directed,1341,,,1
64971391,31328319,Directed,1342,,,1
64971391,32996573,Directed,1343,,,1
64971391,43031142,Directed,1344,,,1
64971391,45862629,Directed,1345,,,1
64971391,52599775,Directed,1346,,,1
64971391,67239996,Directed,1347,,,1
64971391,68787816,Directed,1348,,,1
64971391,80641300,Directed,1349,,,1
64971391,89045141,Directed,1350,,,1
64971391,90541957,Directed,1351,,,1
64971391,94735710,Directed,1352,,,1
64971391,120018359,Directed,1353,,,1
64971391,134644308,Directed,1354,,,1
64971391,135638548,Directed,1355,,,1
64971391,135832174,Directed,1356,,,1
64971391,137678590,Directed,1357,,,1
64971391,154362434,Directed,1358,,,1
64971391,155272020,Directed,1359,,,1
64971391,157723522,Directed,1360,,,1
64971391,161246244,Directed,1361,,,1
64971391,243650300,Directed,1362,,,1
64971391,298914898,Directed,1363,,,1
64971391,313046065,Directed,1364,,,1
64971391,368738107,Directed,1365,,,1
64971391,502646440,Directed,1366,,,1
65836797,27942474,Directed,1367,,,1
65836797,44803161,Directed,1368,,,1
65836797,48856001,Directed,1369,,,1
65836797,50179770,Directed,1370,,,1
65836797,61668063,Directed,1371,,,1
65836797,63203300,Directed,1372,,,1
65836797,71321935,Directed,1373,,,1
65836797,86026697,Directed,1374,,,1
65836797,104931551,Directed,1375,,,1
65836797,133091723,Directed,1376,,,1
65836797,171358806,Directed,1377,,,1
67239996,5010690,Directed,1378,,,1
67239996,5252078,Directed,1379,,,1
67239996,6023505,Directed,1380,,,1
67239996,7877958,Directed,1381,,,1
67239996,8640918,Directed,1382,,,1
67239996,8761370,Directed,1383,,,1
67239996,11227609,Directed,1384,,,1
67239996,20030036,Directed,1385,,,1
67239996,20819022,Directed,1386,,,1
67239996,23049459,Directed,1387,,,1
67239996,29361763,Directed,1388,,,1
67239996,30868506,Directed,1389,,,1
67239996,33717282,Directed,1390,,,1
67239996,39300360,Directed,1391,,,1
67239996,44120838,Directed,1392,,,1
67239996,45862629,Directed,1393,,,1
67239996,46986076,Directed,1394,,,1
67239996,51088180,Directed,1395,,,1
67239996,54458327,Directed,1396,,,1
67239996,54773553,Directed,1397,,,1
67239996,57872530,Directed,1398,,,1
67239996,58448006,Directed,1399,,,1
67239996,64971391,Directed,1400,,,1
67239996,77665676,Directed,1401,,,1
67239996,83373018,Directed,1402,,,1
67239996,103900446,Directed,1403,,,1
67239996,111698345,Directed,1404,,,1
67239996,125916807,Directed,1405,,,1
67239996,141468568,Directed,1406,,,1
67239996,141954856,Directed,1407,,,1
67239996,146047034,Directed,1408,,,1
67239996,152780422,Directed,1409,,,1
67239996,156763202,Directed,1410,,,1
67239996,157526722,Directed,1411,,,1
67239996,188870724,Directed,1412,,,1
67239996,195983394,Directed,1413,,,1
67239996,230662240,Directed,1414,,,1
67239996,238708112,Directed,1415,,,1
67239996,241130407,Directed,1416,,,1
67239996,298612534,Directed,1417,,,1
67239996,310516983,Directed,1418,,,1
67239996,313046065,Directed,1419,,,1
67239996,319046433,Directed,1420,,,1
67239996,445656147,Directed,1421,,,1
67550851,59608371,Directed,1422,,,1
67550851,118180592,Directed,1423,,,1
67550851,226085022,Directed,1424,,,1
67550851,305195821,Directed,1425,,,1
67550851,386475811,Directed,1426,,,1
68129316,5252078,Directed,1427,,,1
68129316,11227609,Directed,1428,,,1
68129316,24238237,Directed,1429,,,1
68129316,29361763,Directed,1430,,,1
68129316,30868506,Directed,1431,,,1
68129316,39300360,Directed,1432,,,1
68129316,54773553,Directed,1433,,,1
68129316,103900446,Directed,1434,,,1
68129316,111698345,Directed,1435,,,1
68129316,120175009,Directed,1436,,,1
68129316,125916807,Directed,1437,,,1
68129316,141468568,Directed,1438,,,1
68129316,146047034,Directed,1439,,,1
68129316,241130407,Directed,1440,,,1
68129316,310516983,Directed,1441,,,1
68787816,6023505,Directed,1442,,,1
68787816,24330759,Directed,1443,,,1
68787816,31328319,Directed,1444,,,1
68787816,43031142,Directed,1445,,,1
68787816,51088180,Directed,1446,,,1
68787816,56876297,Directed,1447,,,1
68787816,64971391,Directed,1448,,,1
68787816,80641300,Directed,1449,,,1
68787816,89045141,Directed,1450,,,1
68787816,103773061,Directed,1451,,,1
71321935,50179770,Directed,1452,,,1
71321935,61668063,Directed,1453,,,1
71321935,63203300,Directed,1454,,,1
71321935,65836797,Directed,1455,,,1
71321935,86026697,Directed,1456,,,1
71321935,161359926,Directed,1457,,,1
71321935,171358806,Directed,1458,,,1
77665676,5252078,Directed,1459,,,1
77665676,6660444,Directed,1460,,,1
77665676,9096657,Directed,1461,,,1
77665676,14135520,Directed,1462,,,1
77665676,20030036,Directed,1463,,,1
77665676,20476617,Directed,1464,,,1
77665676,27535543,Directed,1465,,,1
77665676,32996573,Directed,1466,,,1
77665676,39300360,Directed,1467,,,1
77665676,45862629,Directed,1468,,,1
77665676,51088180,Directed,1469,,,1
77665676,54458327,Directed,1470,,,1
77665676,64280799,Directed,1471,,,1
77665676,67239996,Directed,1472,,,1
77665676,93414796,Directed,1473,,,1
77665676,94735710,Directed,1474,,,1
77665676,103900446,Directed,1475,,,1
77665676,111618438,Directed,1476,,,1
77665676,137992384,Directed,1477,,,1
77665676,141954856,Directed,1478,,,1
77665676,143360597,Directed,1479,,,1
77665676,144596911,Directed,1480,,,1
77665676,146047034,Directed,1481,,,1
77665676,152780422,Directed,1482,,,1
77665676,156763202,Directed,1483,,,1
77665676,157526722,Directed,1484,,,1
77665676,161359926,Directed,1485,,,1
77665676,165645093,Directed,1486,,,1
77665676,168940440,Directed,1487,,,1
77665676,236211484,Directed,1488,,,1
77665676,242463897,Directed,1489,,,1
77665676,268074263,Directed,1490,,,1
77665676,268087726,Directed,1491,,,1
77665676,284700336,Directed,1492,,,1
77665676,298612534,Directed,1493,,,1
77665676,310516983,Directed,1494,,,1
77665676,313046065,Directed,1495,,,1
77665676,319046433,Directed,1496,,,1
77665676,445656147,Directed,1497,,,1
77665676,473018189,Directed,1498,,,1
78840605,61099505,Directed,1499,,,1
78840605,310516983,Directed,1500,,,1
80047424,4336416,Directed,1501,,,1
80047424,21789442,Directed,1502,,,1
80047424,22939550,Directed,1503,,,1
80047424,25193879,Directed,1504,,,1
80047424,26702622,Directed,1505,,,1
80047424,27535543,Directed,1506,,,1
80047424,32996573,Directed,1507,,,1
